 DateTime,Rain,PET,EPot,EAct,W,SM,RS,RI,ExcS,ExcI,R,RObs
2015- 2-13  0: 0: 0,     0.000,     1.329,     1.638,     1.329,   211.141,     0.806,     0.339,     0.558,     0.000,     0.000,     9.156,    80.600
2015- 2-14  0: 0: 0,     3.154,     1.226,     1.511,     1.195,   212.463,     0.811,     0.352,     0.666,     0.139,     0.240,     9.528,    82.100
2015- 2-15  0: 0: 0,     0.362,     0.960,     1.184,     0.886,   211.792,     0.808,     0.346,     0.646,     0.012,     0.016,    11.039,    60.900
2015- 2-16  0: 0: 0,     0.012,     1.251,     1.542,     1.236,   210.556,     0.803,     0.339,     0.607,     0.000,     0.000,    11.065,    40.100
2015- 2-17  0: 0: 0,     0.001,     1.519,     1.872,     1.505,   209.051,     0.798,     0.331,     0.561,     0.000,     0.000,    10.282,    42.300
2015- 2-18  0: 0: 0,     0.020,     0.633,     0.781,     0.604,   208.447,     0.795,     0.324,     0.515,     0.000,     0.000,     9.144,    48.500
2015- 2-19  0: 0: 0,     7.934,     0.790,     0.974,     0.962,   214.037,     0.817,     0.390,     0.970,     0.504,     0.867,    11.773,    55.700
2015- 2-20  0: 0: 0,     2.280,     0.311,     0.383,     0.374,   215.549,     0.822,     0.402,     1.071,     0.138,     0.249,    20.269,    61.200
2015- 2-21  0: 0: 0,     0.021,     1.170,     1.443,     1.169,   214.380,     0.818,     0.392,     1.012,     0.000,     0.000,    35.262,    57.300
2015- 2-22  0: 0: 0,     0.122,     1.013,     1.249,     0.955,   213.461,     0.814,     0.382,     0.915,     0.000,     0.001,    45.595,    51.500
2015- 2-23  0: 0: 0,     0.018,     0.884,     1.090,     0.875,   212.586,     0.811,     0.372,     0.796,     0.000,     0.000,    46.399,    50.500
2015- 2-24  0: 0: 0,     0.281,     1.490,     1.837,     1.398,   211.330,     0.806,     0.362,     0.682,     0.003,     0.005,    41.069,    50.500
2015- 2-25  0: 0: 0,     0.458,     1.446,     1.782,     1.250,   210.264,     0.802,     0.353,     0.586,     0.005,     0.008,    33.942,    49.400
2015- 2-26  0: 0: 0,     0.569,     1.585,     1.954,     1.482,   209.161,     0.798,     0.345,     0.522,     0.013,     0.027,    26.990,    47.500
2015- 2-27  0: 0: 0,     2.112,     0.509,     0.628,     0.516,   210.337,     0.802,     0.352,     0.590,     0.120,     0.225,    24.669,    45.800
2015- 2-28  0: 0: 0,     3.312,     0.725,     0.893,     0.771,   212.258,     0.810,     0.369,     0.736,     0.183,     0.341,    26.863,    51.000
2015- 3- 1  0: 0: 0,     0.312,     1.399,     1.725,     1.329,   211.125,     0.805,     0.359,     0.696,     0.007,     0.016,    32.535,    61.700
2015- 3- 2  0: 0: 0,     0.003,     1.604,     1.978,     1.592,   209.533,     0.799,     0.348,     0.637,     0.000,     0.000,    40.275,    63.700
2015- 3- 3  0: 0: 0,     0.021,     1.499,     1.848,     1.463,   208.070,     0.794,     0.338,     0.564,     0.000,     0.000,    41.660,    61.000
2015- 3- 4  0: 0: 0,     0.026,     0.944,     1.164,     0.912,   207.167,     0.790,     0.327,     0.490,     0.000,     0.000,    37.662,    61.600
2015- 3- 5  0: 0: 0,     0.023,     0.756,     0.932,     0.732,   206.448,     0.788,     0.317,     0.426,     0.001,     0.002,    31.506,    63.400
2015- 3- 6  0: 0: 0,     0.035,     1.443,     1.779,     1.375,   205.072,     0.782,     0.307,     0.375,     0.000,     0.000,    25.437,    57.400
2015- 3- 7  0: 0: 0,     0.002,     1.413,     1.742,     1.362,   203.710,     0.777,     0.298,     0.336,     0.000,     0.000,    20.448,    47.000
2015- 3- 8  0: 0: 0,     0.004,     1.261,     1.554,     1.207,   202.504,     0.773,     0.288,     0.308,     0.000,     0.000,    16.631,    49.600
2015- 3- 9  0: 0: 0,     0.003,     1.201,     1.481,     1.147,   201.356,     0.768,     0.280,     0.286,     0.000,     0.000,    13.826,    60.200
2015- 3-10  0: 0: 0,     0.028,     1.556,     1.919,     1.452,   199.904,     0.763,     0.271,     0.270,     0.000,     0.000,    11.784,    72.000
2015- 3-11  0: 0: 0,     0.027,     1.474,     1.817,     1.367,   198.537,     0.757,     0.263,     0.257,     0.000,     0.000,    10.274,    74.000
2015- 3-12  0: 0: 0,     0.082,     1.988,     2.451,     1.797,   196.743,     0.751,     0.256,     0.246,     0.000,     0.000,     9.118,    66.000
2015- 3-13  0: 0: 0,     0.016,     1.898,     2.340,     1.747,   194.996,     0.744,     0.248,     0.237,     0.000,     0.000,     8.192,    61.100
2015- 3-14  0: 0: 0,     0.129,     1.090,     1.344,     0.969,   194.097,     0.741,     0.242,     0.230,     0.002,     0.003,     7.730,    61.500
2015- 3-15  0: 0: 0,     0.039,     0.827,     1.020,     0.726,   193.371,     0.738,     0.235,     0.222,     0.000,     0.000,     7.068,    67.600
2015- 3-16  0: 0: 0,     1.271,     2.150,     2.651,     1.663,   192.386,     0.734,     0.234,     0.243,     0.034,     0.051,     6.397,    89.000
2015- 3-17  0: 0: 0,    36.135,     1.150,     1.417,     1.417,   220.392,     0.841,     0.593,     2.634,     2.513,     4.199,    72.047,   122.000
2015- 3-18  0: 0: 0,     3.588,     0.426,     0.526,     0.511,   222.786,     0.850,     0.605,     2.773,     0.222,     0.448,   139.900,   143.000
2015- 3-19  0: 0: 0,     9.043,     1.295,     1.596,     1.596,   228.307,     0.871,     0.661,     3.322,     0.539,     1.387,   225.687,   146.000
2015- 3-20  0: 0: 0,     0.092,     1.289,     1.590,     1.335,   226.998,     0.866,     0.633,     2.896,     0.001,     0.002,   261.537,   149.000
2015- 3-21  0: 0: 0,     0.010,     2.295,     2.829,     2.441,   224.557,     0.857,     0.604,     2.392,     0.000,     0.000,   267.132,   186.000
2015- 3-22  0: 0: 0,     0.054,     1.942,     2.394,     1.993,   222.564,     0.849,     0.575,     1.878,     0.000,     0.000,   234.375,   246.000
2015- 3-23  0: 0: 0,     0.015,     1.737,     2.141,     1.812,   220.751,     0.842,     0.546,     1.437,     0.000,     0.000,   187.900,   270.000
2015- 3-24  0: 0: 0,     0.005,     2.012,     2.480,     2.086,   218.665,     0.834,     0.518,     1.100,     0.000,     0.000,   144.305,   259.000
2015- 3-25  0: 0: 0,     0.380,     2.209,     2.724,     1.965,   216.710,     0.827,     0.491,     0.863,     0.000,     0.000,   109.821,   243.000
2015- 3-26  0: 0: 0,     2.370,     0.781,     0.963,     0.773,   217.778,     0.831,     0.484,     0.864,     0.127,     0.283,    91.327,   226.000
2015- 3-27  0: 0: 0,     0.092,     2.106,     2.596,     2.151,   215.698,     0.823,     0.459,     0.755,     0.004,     0.007,    81.367,   207.000
2015- 3-28  0: 0: 0,     0.052,     2.535,     3.125,     2.555,   213.171,     0.813,     0.435,     0.671,     0.001,     0.001,    76.191,   165.000
2015- 3-29  0: 0: 0,     0.031,     1.956,     2.411,     1.935,   211.237,     0.806,     0.413,     0.597,     0.000,     0.000,    68.011,   127.000
2015- 3-30  0: 0: 0,     0.036,     2.111,     2.602,     2.060,   209.178,     0.798,     0.391,     0.536,     0.000,     0.000,    58.607,   126.000
2015- 3-31  0: 0: 0,     4.326,     2.111,     2.602,     2.050,   210.565,     0.803,     0.393,     0.633,     0.156,     0.251,    54.636,   129.000
2015- 4- 1  0: 0: 0,    41.245,     1.464,     1.805,     1.805,   239.246,     0.913,     0.787,     5.109,     2.854,     7.905,    81.265,   127.000
2015- 4- 2  0: 0: 0,     0.635,     1.416,     1.746,     1.421,   238.189,     0.909,     0.761,     5.032,     0.016,     0.043,   133.939,   128.000
2015- 4- 3  0: 0: 0,     5.094,     2.581,     3.182,     2.365,   239.446,     0.914,     0.757,     5.065,     0.186,     0.528,   240.909,   150.000
2015- 4- 4  0: 0: 0,     4.382,     1.334,     1.644,     1.378,   240.630,     0.918,     0.758,     5.278,     0.238,     1.371,   341.411,   209.000
2015- 4- 5  0: 0: 0,     6.320,     0.580,     0.715,     0.714,   243.640,     0.930,     0.781,     5.745,     0.406,     2.188,   423.502,   352.000
2015- 4- 6  0: 0: 0,     1.555,     0.647,     0.797,     0.705,   243.630,     0.929,     0.754,     5.257,     0.084,     0.720,   466.964,   458.000
2015- 4- 7  0: 0: 0,     2.363,     0.845,     1.041,     0.948,   243.699,     0.930,     0.735,     4.974,     0.133,     1.164,   459.861,   492.000
2015- 4- 8  0: 0: 0,     0.020,     1.950,     2.404,     2.216,   241.483,     0.921,     0.696,     4.057,     0.000,     0.000,   423.603,   483.000
2015- 4- 9  0: 0: 0,     0.056,     1.912,     2.358,     2.143,   239.365,     0.913,     0.658,     3.235,     0.001,     0.001,   366.371,   435.000
2015- 4-10  0: 0: 0,    26.398,     2.512,     3.097,     2.848,   246.161,     0.939,     0.876,    11.027,     1.749,    14.852,   587.288,   385.000
2015- 4-11  0: 0: 0,     6.951,     2.323,     2.864,     2.481,   245.728,     0.937,     0.884,    12.390,     0.368,     4.268,   757.587,   343.000
2015- 4-12  0: 0: 0,     0.034,     2.395,     2.953,     2.738,   242.990,     0.927,     0.837,    11.051,     0.000,     0.000,   846.579,   302.000
2015- 4-13  0: 0: 0,    15.151,     2.079,     2.563,     2.320,   244.419,     0.933,     0.931,    15.244,     0.967,    10.299,   936.138,   256.000
2015- 4-14  0: 0: 0,     0.008,     2.822,     3.480,     3.233,   241.186,     0.920,     0.881,    13.138,     0.000,     0.000,   905.317,   216.000
2015- 4-15  0: 0: 0,     0.181,     1.214,     1.497,     1.258,   239.975,     0.916,     0.832,    11.065,     0.002,     0.007,   828.409,   187.000
2015- 4-16  0: 0: 0,     0.000,     2.930,     3.612,     3.303,   236.672,     0.903,     0.785,     9.061,     0.000,     0.000,   680.200,   172.000
2015- 4-17  0: 0: 0,     0.820,     2.149,     2.650,     1.792,   235.042,     0.897,     0.740,     7.330,     0.002,     0.004,   516.299,   167.000
2015- 4-18  0: 0: 0,    11.347,     1.052,     1.297,     1.297,   242.000,     0.923,     0.803,     7.324,     0.727,     2.365,   402.134,   164.000
2015- 4-19  0: 0: 0,    17.259,     0.671,     0.827,     0.827,   248.770,     0.949,     0.931,    11.129,     1.189,     8.473,   470.675,   166.000
2015- 4-20  0: 0: 0,     0.124,     2.671,     3.293,     3.025,   245.760,     0.938,     0.880,    10.069,     0.000,     0.000,   645.149,   172.000
2015- 4-21  0: 0: 0,     0.042,     2.686,     3.311,     3.069,   242.691,     0.926,     0.831,     8.843,     0.000,     0.000,   680.726,   215.000
2015- 4-22  0: 0: 0,     0.087,     2.677,     3.300,     2.983,   239.721,     0.915,     0.784,     7.552,     0.000,     0.000,   606.505,   274.000
2015- 4-23  0: 0: 0,     0.026,     3.230,     3.982,     3.615,   236.106,     0.901,     0.740,     6.386,     0.000,     0.000,   488.926,   260.000
2015- 4-24  0: 0: 0,     0.042,     2.803,     3.456,     3.070,   233.036,     0.889,     0.697,     5.445,     0.000,     0.000,   373.083,   227.000
2015- 4-25  0: 0: 0,     0.018,     2.959,     3.648,     3.223,   229.812,     0.877,     0.658,     4.744,     0.000,     0.000,   278.446,   184.000
2015- 4-26  0: 0: 0,     0.001,     3.216,     3.964,     3.471,   226.342,     0.864,     0.621,     4.248,     0.000,     0.000,   208.484,   161.000
2015- 4-27  0: 0: 0,     0.003,     3.030,     3.736,     3.212,   223.129,     0.851,     0.587,     3.907,     0.000,     0.000,   159.569,   159.000
2015- 4-28  0: 0: 0,     0.098,     3.280,     4.044,     3.357,   219.773,     0.838,     0.555,     3.673,     0.000,     0.000,   126.239,   161.000
2015- 4-29  0: 0: 0,     0.001,     2.872,     3.541,     2.966,   216.806,     0.827,     0.525,     3.510,     0.000,     0.000,   103.548,   150.000
2015- 4-30  0: 0: 0,     0.038,     3.295,     4.062,     3.322,   213.484,     0.814,     0.498,     3.392,     0.000,     0.000,    87.770,   132.000
2015- 5- 1  0: 0: 0,    21.692,     2.721,     3.355,     3.355,   227.693,     0.869,     0.666,     4.901,     1.327,     2.801,    90.199,   121.000
2015- 5- 2  0: 0: 0,     0.996,     1.753,     2.161,     1.388,   226.672,     0.865,     0.638,     4.796,     0.009,     0.021,   105.486,   112.000
2015- 5- 3  0: 0: 0,     0.009,     3.074,     3.790,     3.269,   223.403,     0.852,     0.610,     4.613,     0.000,     0.000,   110.532,   101.000
2015- 5- 4  0: 0: 0,     3.804,     1.713,     2.112,     1.668,   224.617,     0.857,     0.611,     4.595,     0.195,     0.423,   111.942,    92.700
2015- 5- 5  0: 0: 0,     0.471,     2.762,     3.405,     2.651,   222.091,     0.847,     0.585,     4.309,     0.004,     0.009,   117.208,    97.900
2015- 5- 6  0: 0: 0,     4.948,     3.132,     3.862,     3.140,   222.801,     0.850,     0.592,     4.254,     0.223,     0.423,   123.097,   101.000
2015- 5- 7  0: 0: 0,     4.524,     3.226,     3.977,     3.157,   222.952,     0.851,     0.594,     4.264,     0.200,     0.545,   115.481,    94.000
2015- 5- 8  0: 0: 0,     0.494,     1.577,     1.945,     1.606,   221.688,     0.846,     0.570,     3.992,     0.018,     0.035,   100.389,    81.700
2015- 5- 9  0: 0: 0,     0.006,     2.886,     3.558,     3.013,   218.675,     0.834,     0.545,     3.735,     0.000,     0.000,    87.059,    75.300
2015- 5-10  0: 0: 0,    18.049,     2.919,     3.598,     3.520,   229.608,     0.876,     0.673,     4.922,     1.048,     2.478,    92.044,    89.500
2015- 5-11  0: 0: 0,     2.075,     2.060,     2.539,     1.812,   229.079,     0.874,     0.658,     4.778,     0.077,     0.150,   107.147,   115.000
2015- 5-12  0: 0: 0,     0.465,     3.525,     4.346,     3.732,   225.624,     0.861,     0.633,     4.570,     0.015,     0.061,   130.189,   130.000
2015- 5-13  0: 0: 0,     0.000,     3.687,     4.546,     3.914,   221.710,     0.846,     0.606,     4.283,     0.000,     0.000,   147.150,   121.000
2015- 5-14  0: 0: 0,    13.374,     2.786,     3.435,     2.995,   227.970,     0.870,     0.698,     5.719,     0.813,     3.071,   159.094,   113.000
2015- 5-15  0: 0: 0,     0.803,     2.193,     2.704,     2.191,   226.150,     0.863,     0.674,     5.511,     0.030,     0.221,   229.821,   129.000
2015- 5-16  0: 0: 0,     0.051,     3.410,     4.204,     3.585,   222.564,     0.849,     0.645,     5.105,     0.000,     0.000,   313.450,   167.000
2015- 5-17  0: 0: 0,     4.703,     2.007,     2.474,     2.190,   224.082,     0.855,     0.646,     4.923,     0.197,     0.595,   324.548,   226.000
2015- 5-18  0: 0: 0,     0.044,     3.132,     3.861,     3.243,   220.839,     0.843,     0.616,     4.390,     0.000,     0.000,   309.539,   291.000
2015- 5-19  0: 0: 0,     0.008,     3.617,     4.459,     3.741,   217.098,     0.828,     0.588,     3.888,     0.000,     0.000,   256.341,   298.000
2015- 5-20  0: 0: 0,     0.008,     2.913,     3.592,     2.975,   214.123,     0.817,     0.561,     3.478,     0.000,     0.000,   199.845,   213.000
2015- 5-21  0: 0: 0,     0.080,     3.246,     4.002,     3.208,   210.915,     0.805,     0.535,     3.167,     0.000,     0.000,   152.736,   174.000
2015- 5-22  0: 0: 0,     0.223,     1.799,     2.218,     1.628,   209.288,     0.798,     0.511,     2.937,     0.000,     0.000,   117.489,   156.000
2015- 5-23  0: 0: 0,     0.002,     2.538,     3.129,     2.485,   206.803,     0.789,     0.488,     2.766,     0.000,     0.000,    92.535,   142.000
2015- 5-24  0: 0: 0,     0.007,     3.383,     4.171,     3.283,   203.520,     0.776,     0.467,     2.636,     0.000,     0.000,    75.262,   133.000
2015- 5-25  0: 0: 0,     0.904,     2.663,     3.283,     2.112,   201.733,     0.770,     0.448,     2.541,     0.007,     0.014,    63.264,   128.000
2015- 5-26  0: 0: 0,     4.603,     1.231,     1.517,     1.282,   204.220,     0.779,     0.467,     2.715,     0.255,     0.456,    71.988,   126.000
2015- 5-27  0: 0: 0,     2.218,     2.032,     2.505,     1.800,   204.052,     0.778,     0.461,     2.722,     0.096,     0.194,    90.555,   134.000
2015- 5-28  0: 0: 0,     9.451,     2.316,     2.855,     2.587,   209.122,     0.798,     0.512,     3.204,     0.487,     1.082,   110.667,   153.000
2015- 5-29  0: 0: 0,     3.181,     1.422,     1.753,     1.189,   209.755,     0.800,     0.517,     3.549,     0.182,     0.888,   163.311,   161.000
2015- 5-30  0: 0: 0,     0.004,     3.232,     3.984,     3.166,   206.589,     0.788,     0.495,     3.312,     0.000,     0.000,   233.518,   168.000
2015- 5-31  0: 0: 0,     0.005,     3.440,     4.241,     3.330,   203.259,     0.775,     0.474,     2.964,     0.000,     0.000,   209.755,   184.000
2015- 6- 1  0: 0: 0,    23.792,     2.619,     3.229,     3.208,   214.100,     0.817,     0.670,     7.349,     1.488,     8.235,   199.917,   207.000
2015- 6- 2  0: 0: 0,     5.718,     1.525,     1.880,     1.300,   214.644,     0.819,     0.692,     8.850,     0.314,     3.122,   514.920,   237.000
2015- 6- 3  0: 0: 0,     0.441,     1.361,     1.678,     1.240,   213.523,     0.815,     0.665,     8.214,     0.009,     0.086,   889.079,   487.000
2015- 6- 4  0: 0: 0,     1.191,     1.048,     1.292,     0.735,   213.430,     0.814,     0.640,     6.962,     0.026,     0.061,   926.462,   702.000
2015- 6- 5  0: 0: 0,     0.069,     3.708,     4.571,     3.655,   209.776,     0.800,     0.611,     5.576,     0.000,     0.000,   787.240,   686.000
2015- 6- 6  0: 0: 0,     0.059,     3.477,     4.287,     3.430,   206.368,     0.787,     0.583,     4.396,     0.000,     0.001,   606.078,   516.000
2015- 6- 7  0: 0: 0,     0.354,     3.254,     4.011,     2.785,   203.582,     0.777,     0.556,     3.508,     0.000,     0.000,   446.770,   394.000
2015- 6- 8  0: 0: 0,     0.010,     2.778,     3.425,     2.608,   200.975,     0.767,     0.530,     2.883,     0.000,     0.000,   326.818,   309.000
2015- 6- 9  0: 0: 0,     0.007,     3.216,     3.965,     3.033,   197.942,     0.755,     0.506,     2.458,     0.000,     0.000,   243.344,   239.000
2015- 6-10  0: 0: 0,     0.924,     3.527,     4.348,     3.004,   195.407,     0.746,     0.484,     2.190,     0.014,     0.035,   187.427,   179.000
2015- 6-11  0: 0: 0,     0.014,     3.644,     4.493,     3.346,   192.061,     0.733,     0.462,     1.989,     0.000,     0.000,   150.344,   131.000
2015- 6-12  0: 0: 0,     0.007,     3.103,     3.826,     2.829,   189.232,     0.722,     0.442,     1.843,     0.000,     0.000,   125.670,   101.000
2015- 6-13  0: 0: 0,     0.010,     3.209,     3.956,     2.834,   186.398,     0.711,     0.423,     1.730,     0.000,     0.000,   109.151,    93.100
2015- 6-14  0: 0: 0,     0.181,     2.502,     3.084,     2.043,   184.396,     0.704,     0.405,     1.636,     0.001,     0.002,    96.769,    97.900
2015- 6-15  0: 0: 0,    18.369,     1.151,     1.419,     1.419,   198.147,     0.756,     0.566,     2.678,     1.227,     1.972,   127.028,   107.000
2015- 6-16  0: 0: 0,    51.876,     1.106,     1.364,     1.364,   227.011,     0.866,     1.073,    12.811,     3.656,    17.993,   408.998,   132.000
2015- 6-17  0: 0: 0,     0.223,     1.865,     2.299,     1.731,   225.321,     0.860,     1.023,    12.189,     0.001,     0.012,  1057.505,   301.000
2015- 6-18  0: 0: 0,     0.019,     3.562,     4.391,     3.763,   221.559,     0.845,     0.972,    10.534,     0.000,     0.000,  1287.944,   553.000
2015- 6-19  0: 0: 0,     0.043,     3.675,     4.530,     3.803,   217.756,     0.831,     0.921,     8.423,     0.000,     0.000,  1204.832,   719.000
2015- 6-20  0: 0: 0,     1.158,     2.092,     2.579,     1.832,   216.620,     0.826,     0.874,     6.449,     0.017,     0.053,   984.792,   714.000
2015- 6-21  0: 0: 0,     0.048,     2.393,     2.950,     2.333,   214.295,     0.818,     0.825,     4.829,     0.000,     0.001,   749.470,   574.000
2015- 6-22  0: 0: 0,     0.010,     2.974,     3.666,     3.000,   211.295,     0.806,     0.779,     3.638,     0.000,     0.000,   551.900,   456.000
2015- 6-23  0: 0: 0,     3.327,     2.068,     2.550,     2.117,   211.905,     0.808,     0.763,     2.950,     0.197,     0.241,   403.853,   376.000
2015- 6-24  0: 0: 0,    38.923,     1.248,     1.538,     1.507,   238.681,     0.911,     1.114,     6.912,     2.706,     7.904,   341.224,   327.000
2015- 6-25  0: 0: 0,     7.712,     0.772,     0.951,     0.950,   241.398,     0.921,     1.136,     8.507,     0.489,     3.554,   379.954,   310.000
2015- 6-26  0: 0: 0,    50.297,     2.182,     2.690,     2.690,   257.395,     0.982,     1.582,    23.956,     3.445,    28.165,  1315.961,   342.000
2015- 6-27  0: 0: 0,    38.911,     0.961,     1.184,     1.184,   259.684,     0.991,     1.899,    39.811,     2.730,    32.707,  2455.270,   574.000
2015- 6-28  0: 0: 0,     7.246,     1.318,     1.625,     1.427,   260.018,     0.992,     1.856,    36.828,     0.428,     4.860,  3168.777,  1380.000
2015- 6-29  0: 0: 0,    24.207,     2.151,     2.652,     2.651,   261.232,     0.997,     1.971,    40.165,     1.560,    18.781,  3486.041,  2620.000
2015- 6-30  0: 0: 0,     3.625,     1.243,     1.533,     1.309,   260.621,     0.994,     1.882,    33.758,     0.197,     2.508,  3426.724,  3250.000
2015- 7- 1  0: 0: 0,     0.076,     3.810,     4.697,     4.627,   256.016,     0.977,     1.767,    26.555,     0.000,     0.000,  3123.278,  3170.000
2015- 7- 2  0: 0: 0,     0.136,     3.635,     4.482,     4.303,   251.762,     0.961,     1.656,    20.297,     0.001,     0.001,  2576.420,  2840.000
2015- 7- 3  0: 0: 0,     3.892,     1.871,     2.306,     1.986,   252.557,     0.964,     1.577,    15.641,     0.181,     0.644,  1991.443,  2030.000
2015- 7- 4  0: 0: 0,     1.124,     2.453,     3.024,     2.563,   250.651,     0.956,     1.479,    11.910,     0.019,     0.062,  1475.387,  1420.000
2015- 7- 5  0: 0: 0,     0.133,     2.798,     3.449,     3.176,   247.475,     0.944,     1.385,     9.232,     0.000,     0.000,  1076.448,  1090.000
2015- 7- 6  0: 0: 0,     0.221,     2.136,     2.633,     2.367,   245.185,     0.935,     1.296,     7.395,     0.002,     0.005,   791.225,   900.000
2015- 7- 7  0: 0: 0,     0.043,     3.376,     4.162,     3.856,   241.329,     0.921,     1.214,     6.160,     0.000,     0.000,   595.329,   737.000
2015- 7- 8  0: 0: 0,     0.039,     3.184,     3.926,     3.580,   237.749,     0.907,     1.137,     5.343,     0.000,     0.000,   462.862,   619.000
2015- 7- 9  0: 0: 0,     0.276,     2.459,     3.032,     2.537,   235.247,     0.898,     1.066,     4.800,     0.001,     0.002,   372.990,   523.000
2015- 7-10  0: 0: 0,     0.877,     1.555,     1.917,     1.479,   234.264,     0.894,     1.005,     4.467,     0.026,     0.061,   310.537,   452.000
2015- 7-11  0: 0: 0,     0.182,     3.455,     4.260,     3.646,   230.617,     0.880,     0.944,     4.210,     0.000,     0.000,   267.363,   400.000
2015- 7-12  0: 0: 0,     0.066,     3.748,     4.621,     4.010,   226.610,     0.865,     0.888,     4.011,     0.000,     0.000,   233.664,   346.000
2015- 7-13  0: 0: 0,     0.002,     4.123,     5.083,     4.392,   222.218,     0.848,     0.837,     3.856,     0.000,     0.000,   206.915,   297.000
2015- 7-14  0: 0: 0,     5.230,     3.908,     4.818,     3.847,   222.322,     0.848,     0.825,     4.013,     0.236,     0.495,   185.054,   260.000
2015- 7-15  0: 0: 0,    55.897,     0.961,     1.184,     1.184,   255.977,     0.977,     1.357,    13.673,     3.960,    17.098,   282.245,   229.000
2015- 7-16  0: 0: 0,    13.712,     1.207,     1.488,     1.465,   259.513,     0.990,     1.426,    17.501,     0.886,     7.803,   518.531,   228.000
2015- 7-17  0: 0: 0,     0.738,     1.655,     2.040,     1.634,   258.111,     0.985,     1.362,    16.303,     0.009,     0.108,   807.205,   366.000
2015- 7-18  0: 0: 0,     0.017,     3.204,     3.951,     3.875,   254.235,     0.970,     1.296,    14.535,     0.000,     0.000,   974.128,   597.000
2015- 7-19  0: 0: 0,     0.053,     3.281,     4.045,     3.873,   250.363,     0.955,     1.233,    12.426,     0.000,     0.000,   953.490,   806.000
2015- 7-20  0: 0: 0,     0.240,     3.449,     4.252,     4.010,   246.506,     0.940,     1.172,    10.382,     0.006,     0.023,   822.210,   802.000
2015- 7-21  0: 0: 0,     0.001,     3.492,     4.305,     4.048,   242.458,     0.925,     1.112,     8.631,     0.000,     0.000,   657.547,   667.000
2015- 7-22  0: 0: 0,     4.278,     3.090,     3.809,     3.010,   242.359,     0.925,     1.082,     7.578,     0.183,     0.539,   517.169,   501.000
2015- 7-23  0: 0: 0,    14.610,     1.506,     1.857,     1.661,   248.459,     0.948,     1.165,     9.843,     0.948,     5.732,   488.225,   450.000
2015- 7-24  0: 0: 0,     0.009,     3.669,     4.524,     4.279,   244.181,     0.932,     1.107,     8.992,     0.000,     0.000,   606.063,   471.000
2015- 7-25  0: 0: 0,     0.001,     4.079,     5.029,     4.687,   239.493,     0.914,     1.051,     8.067,     0.000,     0.000,   648.930,   535.000
2015- 7-26  0: 0: 0,     0.945,     3.894,     4.801,     3.925,   235.919,     0.900,     1.000,     7.102,     0.018,     0.081,   594.030,   559.000
2015- 7-27  0: 0: 0,     0.684,     3.441,     4.242,     3.670,   232.658,     0.888,     0.952,     6.218,     0.023,     0.055,   475.547,   502.000
2015- 7-28  0: 0: 0,     0.057,     4.209,     5.189,     4.564,   228.094,     0.870,     0.905,     5.518,     0.000,     0.000,   365.807,   415.000
2015- 7-29  0: 0: 0,     0.020,     4.316,     5.321,     4.617,   223.477,     0.853,     0.860,     5.020,     0.000,     0.000,   280.387,   346.000
2015- 7-30  0: 0: 0,     0.003,     4.242,     5.230,     4.460,   219.017,     0.836,     0.818,     4.676,     0.000,     0.000,   221.017,   301.000
2015- 7-31  0: 0: 0,     0.148,     3.839,     4.733,     3.857,   215.177,     0.821,     0.780,     4.435,     0.000,     0.001,   180.030,   266.000
2015- 8- 1  0: 0: 0,     0.219,     3.946,     4.864,     3.830,   211.355,     0.806,     0.744,     4.258,     0.000,     0.000,   151.046,   235.000
2015- 8- 2  0: 0: 0,     0.002,     4.245,     5.233,     4.221,   207.134,     0.790,     0.711,     4.121,     0.000,     0.000,   129.845,   183.000
2015- 8- 3  0: 0: 0,     0.002,     4.197,     5.175,     4.092,   203.042,     0.775,     0.680,     4.009,     0.000,     0.000,   113.743,   141.000
2015- 8- 4  0: 0: 0,     0.033,     3.800,     4.684,     3.630,   199.429,     0.761,     0.652,     3.912,     0.001,     0.001,   101.032,   124.000
2015- 8- 5  0: 0: 0,    29.146,     2.839,     3.500,     3.414,   219.542,     0.838,     0.896,     5.931,     1.860,     3.688,   129.512,   114.000
2015- 8- 6  0: 0: 0,     2.047,     3.452,     4.256,     3.172,   217.676,     0.830,     0.868,     5.819,     0.045,     0.091,   181.918,    99.100
2015- 8- 7  0: 0: 0,     0.031,     3.434,     4.233,     3.489,   214.187,     0.817,     0.834,     5.546,     0.000,     0.000,   197.780,    92.300
2015- 8- 8  0: 0: 0,     0.187,     3.151,     3.885,     3.078,   211.160,     0.806,     0.801,     5.220,     0.001,     0.001,   187.291,   123.000
2015- 8- 9  0: 0: 0,     3.548,     2.591,     3.194,     2.392,   211.308,     0.806,     0.797,     5.143,     0.185,     0.471,   181.477,   169.000
2015- 8-10  0: 0: 0,     6.378,     1.717,     2.117,     1.679,   214.165,     0.817,     0.818,     5.461,     0.370,     1.184,   218.435,   208.000
2015- 8-11  0: 0: 0,     0.013,     3.684,     4.542,     3.701,   210.464,     0.803,     0.784,     5.041,     0.000,     0.000,   263.993,   237.000
2015- 8-12  0: 0: 0,     0.072,     2.982,     3.676,     2.905,   207.563,     0.792,     0.751,     4.556,     0.000,     0.000,   230.147,   251.000
2015- 8-13  0: 0: 0,     0.108,     3.358,     4.140,     3.219,   204.376,     0.780,     0.721,     4.133,     0.000,     0.001,   181.952,   250.000
